file,main_category,sub_category,색상,소재,기장,디테일,핏,소매기장,넥라인,프린트,옷깃,old_type_id,type_id
365843_2.png,하의,스커트,블랙,['가죽'],미디,,노멀,,,['무지'],,1,8
961873_2.png,하의,스커트,블랙,['가죽'],미디,,노멀,,,['무지'],,1,8
1134354_2.png,하의,스커트,블랙,['가죽'],미니,,노멀,,,,,1,8
1134374_2.png,하의,팬츠,블랙,['가죽'],미니,['롤업'],노멀,,,,,1,8
1159945_2.png,하의,스커트,화이트,['가죽'],미니,,노멀,,,,,1,8
1161435_2.png,하의,스커트,화이트,['가죽'],미니,['포켓',,,,,,1,8
1165300_2.png,하의,스커트,블랙,['가죽'],미니,,스키니,,,['무지'],,1,8
194573_2.png,하의,스커트,레드,['가죽'],미니,['스터드',,,,,,1,8
194603_2.png,하의,스커트,레드,['가죽'],미니,['스터드',,,,,,1,8
62886_2.png,하의,스커트,블랙,['가죽'],미니,['비대칭'],스키니,,,['무지'],,1,8
898199_2.png,하의,스커트,블랙,['가죽'],미니,,스키니,,,['무지'],,1,8
956363_2.png,하의,스커트,블랙,['가죽'],미니,,노멀,,,['무지'],,1,8
956383_2.png,하의,스커트,블랙,['가죽'],미니,,노멀,,,['무지'],,1,8
956393_2.png,하의,스커트,블랙,['가죽'],미니,['셔링'],노멀,,,['무지'],,1,8
956513_2.png,하의,스커트,블랙,['가죽'],미니,,노멀,,,['무지'],,1,8
998671_2.png,하의,스커트,블랙,['가죽'],미니,,노멀,,,,,1,8
1047757_2.png,하의,스커트,블랙,['가죽'],미니,,노멀,,,['무지'],,1,8
317548_4.png,아우터,재킷,베이지,['가죽'],노말,,루즈,긴팔,,['무지'],셔츠칼라,1,8
618937_2.png,하의,스커트,블랙,['가죽'],니렝스,['플레어'],노멀,,,['무지'],,1,8
604764_4.png,아우터,재킷,,['가죽'],크롭,['드롭숄더',,,,,,1,8
1176472_2.png,하의,스커트,블랙,['가죽'],발목,['플리츠'],와이드,,,['무지'],,1,8
1181988_1.png,상의,셔츠,카키,['가죽'],롱,['포켓',,,,,,1,8
1213894_2.png,하의,스커트,카키,['가죽'],미니,['스트링'],스키니,,,['무지'],,1,8
1252205_2.png,하의,팬츠,블랙,['가죽'],미니,,노멀,,,['무지'],,1,8
159997_4.png,아우터,베스트,브라운,['가죽'],롱,['띠'],루즈,민소매,,['무지'],,1,8
38706_4.png,아우터,재킷,카키,['가죽'],롱,['포켓'],노멀,긴팔,브이넥,['무지'],테일러드칼라,1,8
415038_4.png,아우터,재킷,블랙,['가죽'],노말,['버클'],노멀,긴팔,,['무지'],테일러드칼라,1,8
415048_4.png,아우터,재킷,블랙,['가죽'],노말,['버클'],노멀,긴팔,,['무지'],테일러드칼라,1,8
415477_4.png,아우터,재킷,,['가죽'],노말,['단추',,,,,,1,8
607677_4.png,아우터,재킷,카키,['가죽'],노말,['단추'],노멀,긴팔,,['무지'],,1,8
740110_2.png,하의,스커트,블랙,['가죽'],미니,,노멀,,,['무지'],,1,8
99349_2.png,하의,스커트,브라운,['가죽'],미디,['플레어',,,,,,1,8
1271844_2.png,하의,팬츠,블랙,['가죽'],발목,,와이드,,,['무지'],,1,8
1272104_2.png,하의,팬츠,블랙,['가죽'],발목,['스티치'],루즈,,,['무지'],,1,8
415288_4.png,아우터,재킷,,['가죽'],하프,['포켓',,,,,,1,8
1044377_2.png,하의,스커트,브라운,['가죽'],미니,['포켓'],루즈,,,['무지'],,1,8
1346859_2.png,하의,스커트,브라운,['가죽'],미디,,와이드,,,,,1,8
1347219_2.png,하의,스커트,베이지,['가죽'],미니,,노멀,,,,,1,8
1347289_2.png,하의,스커트,브라운,['가죽'],발목,,노멀,,,,,1,8
67420_2.png,하의,스커트,블랙,['가죽'],미디,['플레어',,,,,,1,8
99418_2.png,하의,스커트,그린,['가죽'],미디,['플레어'],루즈,,,['무지'],,1,8
99428_2.png,하의,스커트,그린,['가죽'],미디,['플레어'],루즈,,,['무지'],,1,8
1031244_4.png,아우터,재킷,블랙,['가죽'],하프,"['지퍼', '띠']",루즈,긴팔,,['무지'],테일러드칼라,1,8
1039702_4.png,아우터,재킷,그린,['가죽'],노말,"['단추', '지퍼']",루즈,긴팔,,['무지'],테일러드칼라,1,8
163245_3.png,원피스,드레스,카키,['가죽'],미니,['셔링'],노멀,민소매,,['무지'],,1,8
375907_4.png,아우터,재킷,블랙,['가죽'],하프,"['포켓', '버클', '띠']",노멀,긴팔,,['무지'],테일러드칼라,1,8
592138_4.png,아우터,재킷,블랙,['가죽'],노말,,타이트,반팔,,['무지'],,1,8
88991_4.png,아우터,재킷,블랙,['가죽'],노말,"['스터드', '지퍼']",노멀,긴팔,,['무지'],테일러드칼라,1,8
899680_4.png,아우터,재킷,블랙,['가죽'],노말,"['지퍼', '단추']",노멀,긴팔,,['무지'],테일러드칼라,1,8
899700_4.png,아우터,재킷,블랙,['가죽'],노말,"['지퍼', '단추']",노멀,긴팔,,['무지'],테일러드칼라,1,8
976408_4.png,아우터,재킷,블랙,['가죽'],노말,,노멀,긴팔,,['무지'],,1,8
976418_4.png,아우터,재킷,블랙,['가죽'],노말,,노멀,긴팔,,['무지'],,1,8
1104481_2.png,하의,스커트,와인,['가죽'],미디,['플리츠'],노멀,,,['무지'],,1,8
1104491_2.png,하의,스커트,와인,['가죽'],미디,['플리츠'],노멀,,,['무지'],,1,8
1104501_2.png,하의,스커트,와인,['가죽'],미디,['플리츠'],노멀,,,['무지'],,1,8
1218133_2.png,하의,스커트,화이트,['가죽'],미디,,루즈,,,['무지'],,1,8
1218143_2.png,하의,스커트,블랙,['가죽'],미디,['플리츠'],루즈,,,['무지'],,1,8
1218293_2.png,하의,스커트,블랙,['가죽'],미니,,노멀,,,['무지'],,1,8
1231462_2.png,하의,스커트,블랙,['가죽'],미디,['플레어',,,,,,1,8
1327445_4.png,아우터,재킷,블랙,['가죽'],노말,,노멀,긴팔,,['무지'],테일러드칼라,1,8
1327455_4.png,아우터,재킷,블랙,['가죽'],노말,,루즈,긴팔,,['무지'],셔츠칼라,1,8
204146_2.png,하의,스커트,블랙,['가죽'],,['플레어'],노멀,,,['무지'],,1,8
204156_2.png,하의,스커트,블랙,['가죽'],,['플레어'],노멀,,,['무지'],,1,8
232350_2.png,하의,팬츠,퍼플,['가죽'],발목,['플리츠'],루즈,,,['무지'],,1,8
310348_2.png,하의,스커트,카키,['가죽'],니렝스,,노멀,,,['무지'],,1,8
327052_2.png,하의,스커트,블랙,['가죽'],미디,['플레어'],노멀,,,['무지'],,1,8
327062_2.png,하의,스커트,블랙,['가죽'],미디,['플레어'],노멀,,,['무지'],,1,8
327072_2.png,하의,스커트,블랙,['가죽'],미디,['플레어'],노멀,,,['무지'],,1,8
403201_2.png,하의,스커트,블랙,['가죽'],미니,['단추',,,,,,1,8
66283_2.png,하의,스커트,블랙,['가죽'],미디,,스키니,,,['무지'],,1,8
810831_2.png,하의,스커트,카키,['가죽'],미니,,노멀,,,['무지'],,1,8
822460_2.png,하의,스커트,브라운,['가죽'],미니,['포켓'],스키니,,,['무지'],,1,8
822480_2.png,하의,스커트,브라운,['가죽'],미니,['포켓'],스키니,,,['무지'],,1,8
822500_2.png,하의,스커트,브라운,['가죽'],미니,['포켓'],스키니,,,['무지'],,1,8
822510_2.png,하의,스커트,오렌지,['가죽'],미니,['포켓'],스키니,,,['무지'],,1,8
973029_2.png,하의,스커트,베이지,['가죽'],미니,,노멀,,,['무지'],,1,8
99107_2.png,하의,스커트,카키,['가죽'],미디,['플레어'],노멀,,,['무지'],,1,8
998501_2.png,하의,스커트,블랙,['가죽'],미디,['플리츠',,,,,,1,8
606392_2.png,하의,스커트,블랙,['가죽'],미디,['플레어'],루즈,,,['무지'],,1,8
205175_2.png,하의,팬츠,블랙,['가죽'],미니,['포켓'],루즈,,,['무지'],,1,8
205185_2.png,하의,팬츠,블랙,['가죽'],미니,['포켓'],루즈,,,['무지'],,1,8
16002_4.png,아우터,재킷,블랙,['가죽'],노말,['버클'],노멀,긴팔,,,테일러드칼라,1,8
23330_2.png,하의,스커트,블랙,['가죽'],미니,['포켓'],노멀,,,,,1,8
23467_2.png,하의,팬츠,블랙,['가죽'],발목,['포켓'],스키니,,,['무지'],,1,8
31516_2.png,하의,스커트,블랙,['가죽'],미니,['비대칭'],노멀,,,,,1,8
61025_2.png,하의,스커트,블랙,['가죽'],미니,"['포켓', '띠']",노멀,,,['무지'],,1,8
61035_2.png,하의,스커트,블랙,['가죽'],미니,"['포켓', '띠']",노멀,,,['무지'],,1,8
61045_2.png,하의,스커트,블랙,['가죽'],,"['포켓', '띠']",노멀,,,['무지'],,1,8
121652_2.png,하의,팬츠,블랙,['가죽'],발목,,벨보텀,,,['무지'],,1,8
66808_2.png,하의,스커트,,['가죽'],미니,,노멀,,,['무지'],,1,8
77434_4.png,아우터,재킷,블랙,['가죽'],노말,"['단추', '지퍼', '띠', '버클']",오버사이즈,긴팔,,['무지'],셔츠칼라,1,8
89094_4.png,아우터,재킷,블랙,['가죽'],노말,['지퍼'],노멀,긴팔,,,,1,8
89104_4.png,아우터,재킷,블랙,['가죽'],노말,['지퍼'],노멀,긴팔,,,,1,8
99789_2.png,하의,스커트,그린,['가죽'],니렝스,,와이드,,,['무지'],,1,8
99878_2.png,하의,스커트,블랙,['가죽'],니렝스,['플레어'],와이드,,,['무지'],,1,8
156974_2.png,하의,스커트,브라운,['가죽'],미니,"['셔링', '단추']",노멀,,,['무지'],,1,8
163460_2.png,하의,팬츠,블랙,['가죽'],발목,,스키니,,,['무지'],,1,8
182735_4.png,아우터,재킷,블랙,['가죽'],노말,"['띠', '지퍼']",루즈,긴팔,,['무지'],테일러드칼라,1,8
182745_4.png,아우터,재킷,블랙,['가죽'],노말,"['띠', '지퍼']",루즈,긴팔,,['무지'],테일러드칼라,1,8
202878_2.png,하의,팬츠,블랙,['가죽'],미니,['퍼트리밍'],노멀,,,['무지'],,1,8
202917_2.png,하의,스커트,블랙,['가죽'],미니,['플리츠'],노멀,,,['무지'],,1,8
233518_2.png,하의,스커트,그레이,['가죽'],,,노멀,,,['무지'],,1,8
273370_4.png,아우터,재킷,블랙,['가죽'],노말,"['드롭숄더', '포켓']",노멀,7부소매,라운드넥,['무지'],,1,8
273382_4.png,아우터,재킷,블랙,['가죽'],노말,"['드롭숄더', '포켓']",노멀,7부소매,라운드넥,['무지'],,1,8
273393_4.png,아우터,재킷,블랙,['가죽'],노말,"['드롭숄더', '포켓']",노멀,7부소매,라운드넥,['무지'],,1,8
274728_4.png,아우터,베스트,,['가죽'],노말,['스트링'],노멀,,,['무지'],,1,8
317528_4.png,아우터,재킷,화이트,['가죽'],노말,,노멀,긴팔,,['무지'],셔츠칼라,1,8
326277_4.png,아우터,재킷,브라운,['가죽'],하프,['포켓'],노멀,긴팔,브이넥,['무지'],셔츠칼라,1,8
326287_4.png,아우터,재킷,브라운,['가죽'],하프,['포켓'],노멀,긴팔,브이넥,['무지'],셔츠칼라,1,8
326297_4.png,아우터,재킷,카키,['가죽'],하프,['포켓'],노멀,긴팔,브이넥,['무지'],셔츠칼라,1,8
326583_2.png,하의,팬츠,블랙,['가죽'],미디,['슬릿'],노멀,,,['무지'],,1,8
355919_4.png,아우터,재킷,블랙,['가죽'],하프,"['포켓', '지퍼']",오버사이즈,긴팔,,,,1,8
361538_3.png,원피스,드레스,베이지,['가죽'],미디,,노멀,민소매,,['무지'],,1,8
361700_2.png,하의,스커트,브라운,['가죽'],미디,,노멀,,,['무지'],,1,8
370754_4.png,아우터,재킷,카키,['가죽'],하프,"['포켓', '단추', '드롭숄더']",루즈,긴팔,,['무지'],셔츠칼라,1,8
372066_4.png,아우터,재킷,화이트,['가죽'],노말,"['띠', '포켓']",노멀,긴팔,,['무지'],셔츠칼라,1,8
372106_4.png,아우터,재킷,스카이블루,['가죽'],노말,"['스터드', '포켓']",노멀,긴팔,,['무지'],테일러드칼라,1,8
375139_4.png,아우터,재킷,브라운,['가죽'],노말,['포켓'],노멀,긴팔,,['무지'],셔츠칼라,1,8
375917_4.png,아우터,재킷,블랙,['가죽'],노말,"['지퍼', '띠']",노멀,긴팔,,['무지'],테일러드칼라,1,8
376188_4.png,아우터,재킷,화이트,['가죽'],노말,"['지퍼', '띠']",노멀,긴팔,,['무지'],테일러드칼라,1,8
399528_2.png,하의,스커트,블랙,['가죽'],미니,"['띠', '버클']",노멀,,,['무지'],,1,8
400403_4.png,아우터,재킷,블랙,['가죽'],하프,['띠'],노멀,긴팔,,['무지'],,1,8
407418_2.png,하의,스커트,블랙,['가죽'],미니,,,,,['무지'],,1,8
407436_2.png,하의,스커트,블랙,['가죽'],미니,,,,,['무지'],,1,8
415882_2.png,하의,스커트,블랙,['가죽'],미디,['스트링'],와이드,,,['무지'],,1,8
415892_2.png,하의,스커트,블랙,['가죽'],미디,['스트링'],와이드,,,['무지'],,1,8
427001_2.png,하의,팬츠,브라운,['가죽'],발목,['포켓'],노멀,,,['무지'],,1,8
493073_4.png,아우터,재킷,블랙,['가죽'],노말,['단추'],노멀,긴팔,,['무지'],테일러드칼라,1,8
493210_4.png,아우터,재킷,블랙,['가죽'],노말,,노멀,긴팔,브이넥,['무지'],테일러드칼라,1,8
493343_4.png,아우터,재킷,브라운,['가죽'],하프,,루즈,긴팔,,['무지'],테일러드칼라,1,8
164027_4.png,아우터,재킷,블랙,['가죽'],노말,['지퍼'],타이트,긴팔,라운드넥,,,1,8
471060_3.png,원피스,드레스,블랙,['가죽'],니렝스,,노멀,긴팔,라운드넥,['무지'],,1,8
146221_1.png,상의,니트웨어,오렌지,['가죽'],노멀,['단추'],타이트,긴팔,브이넥,['무지'],,1,8
59672_4.png,아우터,재킷,블랙,['가죽'],,['버클'],노멀,긴팔,터틀넥,,,1,8
59682_4.png,아우터,재킷,블랙,['가죽'],,['버클'],노멀,긴팔,터틀넥,,,1,8
561730_3.png,원피스,드레스,블랙,['니트'],,,,,,,,2,2
1285740_1.png,상의,니트웨어,그린,['니트'],,,,,,,,2,2
159513_3.png,원피스,드레스,네이비,['니트'],,,,,,,,2,2
173300_3.png,원피스,드레스,블랙,['니트'],,,,,,,,2,2
173312_3.png,원피스,드레스,브라운,['니트'],,,,,,,,2,2
173346_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
173356_3.png,원피스,드레스,화이트,['니트'],,,,,,,,2,2
175844_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
213417_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
102641_1.png,상의,블라우스,베이지,['니트'],,,,,,,,2,2
1064152_1.png,상의,티셔츠,핑크,['니트'],,,,,,,,2,2
1074713_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
1122899_1.png,상의,블라우스,그레이,['니트'],,,,,,,,2,2
1160785_2.png,하의,스커트,와인,['니트'],,,,,,,,2,2
1160795_2.png,하의,스커트,와인,['니트'],,,,,,,,2,2
1173052_4.png,아우터,가디건,브라운,['니트'],,,,,,,,2,2
1200597_3.png,원피스,드레스,네이비,['니트'],,,,,,,,2,2
1260081_1.png,상의,니트웨어,그레이,['니트'],,,,,,,,2,2
1271924_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
144707_4.png,아우터,코트,베이지,['니트'],,,,,,,,2,2
163305_1.png,상의,니트웨어,그레이,['니트'],,,,,,,,2,2
172536_1.png,상의,블라우스,네이비,['니트'],,,,,,,,2,2
172548_1.png,상의,블라우스,네이비,['니트'],,,,,,,,2,2
187385_1.png,상의,블라우스,블랙,['니트'],,,,,,,,2,2
187396_1.png,상의,블라우스,블랙,['니트'],,,,,,,,2,2
213236_3.png,원피스,드레스,그린,['니트'],,,,,,,,2,2
349971_3.png,원피스,드레스,브라운,['니트'],,,,,,,,2,2
350021_3.png,원피스,드레스,블랙,['니트'],,,,,,,,2,2
434109_1.png,상의,티셔츠,카키,['니트'],,,,,,,,2,2
49267_1.png,상의,니트웨어,그레이,['니트'],,,,,,,,2,2
512355_1.png,상의,니트웨어,카키,['니트'],,,,,,,,2,2
513312_1.png,상의,니트웨어,스카이블루,['니트'],,,,,,,,2,2
563150_1.png,상의,티셔츠,블랙,['니트'],,,,,,,,2,2
570862_1.png,상의,니트웨어,블랙,['니트'],,,,,,,,2,2
581740_1.png,상의,니트웨어,그레이,['니트'],,,,,,,,2,2
69965_1.png,상의,셔츠,네이비,['니트'],,,,,,,,2,2
728769_1.png,상의,니트웨어,블루,['니트'],,,,,,,,2,2
728779_1.png,상의,니트웨어,화이트,['니트'],,,,,,,,2,2
797195_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
879519_1.png,상의,탑,블랙,['니트'],,,,,,,,2,2
885910_1.png,상의,니트웨어,그레이,['니트'],,,,,,,,2,2
885920_1.png,상의,니트웨어,그레이,['니트'],,,,,,,,2,2
961157_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
961168_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
1065248_1.png,상의,브라탑,와인,['니트'],,,,,,,,2,2
266911_1.png,상의,니트웨어,화이트,['니트'],,,,,,,,2,2
55699_3.png,원피스,드레스,블랙,['니트'],,,,,,,,2,2
561540_3.png,원피스,드레스,와인,['니트'],,,,,,,,2,2
686512_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
728989_1.png,상의,니트웨어,블랙,['니트'],,,,,,,,2,2
728999_1.png,상의,니트웨어,블랙,['니트'],,,,,,,,2,2
729009_1.png,상의,니트웨어,블랙,['니트'],,,,,,,,2,2
1064982_1.png,상의,니트웨어,옐로우,['니트'],,,,,,,,2,2
918155_2.png,하의,팬츠,브라운,['니트'],,,,,,,,2,2
918175_2.png,하의,팬츠,브라운,['니트'],,,,,,,,2,2
819722_3.png,원피스,드레스,라벤더,['니트'],,,,,,,,2,2
159581_1.png,상의,니트웨어,화이트,['니트'],,,,,,,,2,2
213407_1.png,상의,니트웨어,그린,['니트'],,,,,,,,2,2
241852_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
241862_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
450213_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
703250_1.png,상의,니트웨어,레드,['니트'],,,,,,,,2,2
1114920_4.png,아우터,가디건,스카이블루,['니트'],,,,,,,,2,2
1345229_1.png,상의,니트웨어,라벤더,['니트'],,,,,,,,2,2
1346829_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
41625_4.png,아우터,가디건,그린,['니트'],,,,,,,,2,2
837626_1.png,상의,니트웨어,화이트,['니트'],,,,,,,,2,2
798308_2.png,하의,팬츠,브라운,['니트'],,,,,,,,2,2
798318_2.png,하의,팬츠,브라운,['니트'],,,,,,,,2,2
1001616_1.png,상의,니트웨어,화이트,['니트'],,,,,,,,2,2
1160945_1.png,상의,니트웨어,화이트,['니트'],,,,,,,,2,2
1160985_1.png,상의,니트웨어,라벤더,['니트'],,,,,,,,2,2
1161015_1.png,상의,니트웨어,베이지,['니트'],,,,,,,,2,2
1185333_3.png,원피스,드레스,블랙,['니트'],,,,,,,,2,2
1217183_1.png,상의,니트웨어,레드,['니트'],,,,,,,,2,2
1218013_1.png,상의,니트웨어,와인,['니트'],,,,,,,,2,2
1218514_1.png,상의,니트웨어,그린,['니트'],,,,,,,,2,2
1251935_1.png,상의,니트웨어,퍼플,['니트'],,,,,,,,2,2
1344333_1.png,상의,셔츠,네이비,['니트'],,,,,,,,2,2
1345076_1.png,상의,니트웨어,핑크,['니트'],,,,,,,,2,2
1345879_1.png,상의,니트웨어,화이트,['니트'],,,,,,,,2,2
1347129_1.png,상의,셔츠,베이지,['니트'],,,,,,,,2,2
173544_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
236027_3.png,원피스,드레스,브라운,['니트'],,,,,,,,2,2
439039_1.png,상의,티셔츠,민트,['니트'],,,,,,,,2,2
456819_3.png,원피스,드레스,블랙,['니트'],,,,,,,,2,2
591032_3.png,원피스,드레스,블랙,['니트'],,,,,,,,2,2
616884_4.png,아우터,가디건,그린,['니트'],,,,,,,,2,2
703110_1.png,상의,니트웨어,핑크,['니트'],,,,,,,,2,2
703120_1.png,상의,니트웨어,핑크,['니트'],,,,,,,,2,2
703130_1.png,상의,니트웨어,핑크,['니트'],,,,,,,,2,2
703140_1.png,상의,니트웨어,핑크,['니트'],,,,,,,,2,2
776845_3.png,원피스,드레스,화이트,['니트'],,,,,,,,2,2
776855_3.png,원피스,드레스,화이트,['니트'],,,,,,,,2,2
776865_3.png,원피스,드레스,화이트,['니트'],,,,,,,,2,2
86837_3.png,원피스,드레스,화이트,['니트'],,,,,,,,2,2
935248_4.png,아우터,가디건,베이지,['니트'],,,,,,,,2,2
951080_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
951090_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
951110_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
951120_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
951130_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
951140_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
951150_3.png,원피스,드레스,베이지,['니트'],,,,,,,,2,2
968925_3.png,원피스,드레스,화이트,['니트'],,,,,,,,2,2
968935_3.png,원피스,드레스,화이트,['니트'],,,,,,,,2,2
187158_1.png,상의,블라우스,네이비,['니트'],,,,,,,,2,2
797286_1.png,상의,니트웨어,화이트,['니트'],,,,,,,,2,2
121428_4.png,아우터,가디건,블랙,['니트'],,,,,,,,2,2
130292_3.png,원피스,드레스,화이트,['니트'],,,,,,,,2,2
781882_1.png,상의,블라우스,화이트,['니트'],노멀,,노멀,7부소매,유넥,['무지'],,2,2
149901_4.png,아우터,베스트,퍼플,['니트'],노말,"['띠', '리본']",노멀,민소매,라운드넥,['무지'],,2,2
388466_1.png,상의,티셔츠,화이트,['니트'],노멀,,노멀,긴팔,유넥,"['무지', '도트']",,2,2
439416_1.png,상의,티셔츠,화이트,['니트'],노멀,['셔링'],노멀,긴팔,라운드넥,['무지'],,2,2
85077_1.png,상의,탑,블랙,['니트'],롱,['드롭숄더'],루즈,긴팔,라운드넥,['스트라이프'],,2,2
120281_1.png,상의,탑,화이트,['니트'],롱,"['비대칭', '슬릿']",루즈,7부소매,,"['스트라이프', '무지']",,2,2
414181_1.png,상의,티셔츠,베이지,['니트'],노멀,"['롤업', '단추']",노멀,반팔,라운드넥,['무지'],,2,2
88280_3.png,원피스,드레스,브라운,['니트'],미니,['셔링'],루즈,긴팔,라운드넥,['무지'],,2,2
590535_1.png,상의,티셔츠,블랙,['니트'],롱,,노멀,반팔,보트넥,['믹스'],,2,2
590545_1.png,상의,티셔츠,블랙,['니트'],롱,,노멀,반팔,보트넥,['믹스'],,2,2
65888_1.png,상의,탑,그레이,['니트'],노멀,"['페플럼', '드롭숄더']",노멀,긴팔,라운드넥,['무지'],,2,2
6989_1.png,상의,셔츠,그레이,['니트'],롱,['단추'],노멀,긴팔,,,셔츠칼라,2,2
6999_1.png,상의,셔츠,라벤더,['니트'],롱,,노멀,긴팔,,,셔츠칼라,2,2
7010_1.png,상의,셔츠,라벤더,['니트'],롱,['단추'],노멀,긴팔,,,셔츠칼라,2,2
124324_3.png,원피스,드레스,네이비,['니트'],니렝스,['셔링'],루즈,긴팔,라운드넥,"['플로럴', '무지']",,2,2
124334_3.png,원피스,드레스,네이비,['니트'],,['셔링'],루즈,긴팔,,"['플로럴', '무지']",,2,2
124344_3.png,원피스,드레스,네이비,['니트'],니렝스,['셔링'],루즈,긴팔,라운드넥,"['플로럴', '무지']",,2,2
124396_3.png,원피스,드레스,네이비,['니트'],니렝스,['페플럼'],루즈,긴팔,라운드넥,['깅엄'],,2,2
124406_3.png,원피스,드레스,네이비,['니트'],니렝스,['페플럼'],루즈,긴팔,,['깅엄'],,2,2
124416_3.png,원피스,드레스,네이비,['니트'],,['페플럼'],루즈,긴팔,,['깅엄'],,2,2
136682_1.png,상의,니트웨어,화이트,['니트'],노멀,['드롭숄더'],노멀,긴팔,라운드넥,['스트라이프'],,2,2
68374_1.png,상의,탑,스카이블루,['니트'],노멀,,노멀,긴팔,라운드넥,['무지'],,2,2
79583_1.png,상의,탑,네이비,['니트'],롱,,노멀,긴팔,라운드넥,['스트라이프'],,2,2
172070_1.png,상의,블라우스,카키,['니트'],노멀,['퍼프'],노멀,긴팔,라운드넥,['무지'],,2,2
172080_1.png,상의,블라우스,카키,['니트'],노멀,['퍼프'],노멀,긴팔,라운드넥,['무지'],,2,2
172137_1.png,상의,블라우스,그레이,['니트'],롱,"['셔링', '페플럼']",노멀,긴팔,라운드넥,['무지'],,2,2
386091_1.png,상의,니트웨어,블랙,['니트'],롱,,노멀,긴팔,라운드넥,['무지'],,2,2
388302_1.png,상의,블라우스,핑크,['니트'],,['퍼프'],노멀,반팔,라운드넥,['무지'],,2,2
267434_3.png,원피스,드레스,카키,['니트'],,['슬릿'],루즈,긴팔,터틀넥,['무지'],,2,2
1209236_1.png,상의,니트웨어,화이트,['니트'],,,루즈,긴팔,라운드넥,['무지'],,2,2
